cds,schoolname,districtname,countyname,charter_flag,math_status,english_status,combined_status,status_level,ReportingYear
19648656117584,Ridgecrest Intermediate,Palos Verdes Peninsula Unified,Los Angeles,,73.8,68.6,142.4,5,2018
07617136003750,Lafayette Elementary,Lafayette Elementary,Contra Costa,,64.0,78.2,142.2,5,2018
12626790111708,Union Street Charter,Arcata Elementary,Humboldt,Y,66.3,75.7,142.0,5,2018
41690216044721,Arundel Elementary,San Carlos Elementary,San Mateo,Y,68.4,73.6,142.0,5,2018
21750026024681,Brookside Elementary,Ross Valley Elementary,Marin,,63.2,78.6,141.8,5,2018
34673300100404,Sandra J. Gallardo Elementary,Folsom-Cordova Unified,Sacramento,,61.9,79.9,141.8,5,2018
07617476003909,Camino Pablo Elementary,Moraga Elementary,Contra Costa,,68.7,73.0,141.7,5,2018
19642126066708,Carmenita Middle,ABC Unified,Los Angeles,,61.8,79.9,141.7,5,2018
19646006014047,Hermosa View Elementary,Hermosa Beach City Elementary,Los Angeles,,74.0,67.7,141.7,5,2018
30665976089460,Roy O. Andersen Elementary,Newport-Mesa Unified,Orange,,66.6,75.0,141.6,5,2018
19642616057475,Richard Henry Dana Middle,Arcadia Unified,Los Angeles,,82.1,59.3,141.4,5,2018
30666216029763,Crescent Elementary,Orange Unified,Orange,,59.5,81.9,141.4,5,2018
41688666043483,Ralston Intermediate,Belmont-Redwood Shores Elementary,San Mateo,,67.8,73.6,141.4,5,2018
01750930132704,Dublin High,Dublin Unified,Alameda,,52.2,89.1,141.3,5,2018
37682960116764,Willow Grove Elementary,Poway Unified,San Diego,,65.4,75.8,141.2,5,2018
19642616011191,Longley Way Elementary,Arcadia Unified,Los Angeles,,64.5,76.6,141.1,5,2018
19734606106918,Quail Summit Elementary,Walnut Valley Unified,Los Angeles,,71.4,69.7,141.1,5,2018
07618046100952,Bollinger Canyon Elementary,San Ramon Valley Unified,Contra Costa,,66.6,74.3,140.9,5,2018
37682966117469,Creekside Elementary,Poway Unified,San Diego,,61.6,79.3,140.9,5,2018
43693936046619,Marshall Lane Elementary,Campbell Union,Santa Clara,Y,70.1,70.8,140.9,5,2018
19734606096358,Chaparral Middle,Walnut Valley Unified,Los Angeles,,69.2,71.6,140.8,5,2018
34673306033252,Theodore Judah Elementary,Folsom-Cordova Unified,Sacramento,,62.9,77.9,140.8,5,2018
56738746111496,Red Oak Elementary,Oak Park Unified,Ventura,,63.8,77.0,140.8,5,2018
41688826043541,Franklin Elementary,Burlingame Elementary,San Mateo,,65.8,74.8,140.6,5,2018
07617476003917,Donald L. Rheem Elementary,Moraga Elementary,Contra Costa,,63.0,77.5,140.5,5,2018
07618040116541,Gale Ranch Middle,San Ramon Valley Unified,Contra Costa,,68.4,72.1,140.5,5,2018
19642126068274,Cerritos Elementary,ABC Unified,Los Angeles,,56.7,83.5,140.2,5,2018
43694196047096,Warren E. Hyde Middle,Cupertino Union,Santa Clara,,71.8,68.4,140.2,5,2018
43695186047492,Santa Rita Elementary,Los Altos Elementary,Santa Clara,,68.9,71.3,140.2,5,2018
37683386069116,Miramar Ranch Elementary,San Diego Unified,San Diego,,63.9,76.0,139.9,5,2018
43696416048409,Walter Hays Elementary,Palo Alto Unified,Santa Clara,,72.3,67.5,139.8,5,2018
43697086049316,Carlton Elementary,Union Elementary,Santa Clara,,65.3,74.5,139.8,5,2018
01751196002711,Sunol Glen Elementary,Sunol Glen Unified,Alameda,,76.4,63.3,139.7,5,2018
36676786111710,Country Springs Elementary,Chino Valley Unified,San Bernardino,,57.7,81.9,139.6,5,2018
41690396044861,Bowditch Middle,San Mateo-Foster City,San Mateo,,69.5,70.0,139.5,5,2018
19734606108336,Leonard G. Westhoff Elementary,Walnut Valley Unified,Los Angeles,,67.8,71.6,139.4,5,2018
37683380129395,Elevate Elementary,San Diego Unified,San Diego,Y,50.9,88.5,139.4,5,2018
19650296022768,Arroyo Vista Elementary,South Pasadena Unified,Los Angeles,,63.4,75.9,139.3,5,2018
30736506096184,Deerfield Elementary,Irvine Unified,Orange,,67.3,71.9,139.2,5,2018
57726786056303,Robert E. Willett Elementary,Davis Joint Unified,Yolo,,60.4,78.7,139.1,5,2018
01750930123935,Harold William Kolb,Dublin Unified,Alameda,,66.8,72.2,139.0,5,2018
07617706004501,Sleepy Hollow Elementary,Orinda Union Elementary,Contra Costa,,65.0,74.0,139.0,5,2018
10621170108142,Woods (Harold L.) Elementary,Clovis Unified,Fresno,,61.5,77.3,138.8,5,2018
31750856118517,Valley View Elementary,Rocklin Unified,Placer,,57.9,80.7,138.6,5,2018
38684786041339,Lawton Alternative Elementary,San Francisco Unified,San Francisco,,70.1,68.5,138.6,5,2018
30736503030467,Alternative Education-San Joaquin High,Irvine Unified,Orange,,45.9,92.3,138.2,5,2018
41689656044168,Laurel Elementary,Menlo Park City Elementary,San Mateo,,64.9,73.3,138.2,5,2018
37680566120596,Torrey Hills,Del Mar Union Elementary,San Diego,,62.7,75.3,138.0,5,2018
43694356117956,James Franklin Smith Elementary,Evergreen Elementary,Santa Clara,,66.2,71.6,137.8,5,2018
31668296109029,Oakhills Elementary,Eureka Union,Placer,,57.0,80.6,137.6,5,2018
19753336020325,Aurelia Pennekamp Elementary,Manhattan Beach Unified,Los Angeles,,64.2,73.2,137.4,5,2018
43695186047450,Loyola Elementary,Los Altos Elementary,Santa Clara,,68.6,68.7,137.3,5,2018
19650291938455,South Pasadena Senior High,South Pasadena Unified,Los Angeles,,57.1,80.1,137.2,5,2018
01751016089361,Vintage Hills Elementary,Pleasanton Unified,Alameda,,60.6,76.4,137.0,5,2018
07618046113336,Iron Horse Middle,San Ramon Valley Unified,Contra Costa,,58.8,78.2,137.0,5,2018
19642121930056,Cerritos High,ABC Unified,Los Angeles,,39.3,97.7,137.0,5,2018
19647330126607,Porter Ranch Community,Los Angeles Unified,Los Angeles,,64.4,72.3,136.7,5,2018
19734606100309,Maple Hill Elementary,Walnut Valley Unified,Los Angeles,,65.6,71.1,136.7,5,2018
19647256015549,Naples Elementary,Long Beach Unified,Los Angeles,,63.4,73.2,136.6,5,2018
30664640100917,Ladera Ranch Middle,Capistrano Unified,Orange,,60.9,75.7,136.6,5,2018
43694196046775,D. J. Sedgwick Elementary,Cupertino Union,Santa Clara,,68.7,67.7,136.4,5,2018
43694196046809,Dwight D. Eisenhower Elementary,Cupertino Union,Santa Clara,,68.6,67.7,136.3,5,2018
07618040730051,California High,San Ramon Valley Unified,Contra Costa,,40.5,95.6,136.1,5,2018
30739246029086,Rossmoor Elementary,Los Alamitos Unified,Orange,,62.4,73.4,135.8,5,2018
43694356047138,Evergreen Elementary,Evergreen Elementary,Santa Clara,,71.5,64.0,135.5,5,2018
39685850101956,Aspire Benjamin Holt College Preparatory Academy,Lodi Unified,San Joaquin,Y,32.7,102.6,135.3,5,2018
37680560110114,Sycamore Ridge,Del Mar Union Elementary,San Diego,,61.0,74.2,135.2,5,2018
19647330133603,"Girls Academic Leadership Academy, Dr. Michelle King School for Sci, Tech, Eng and Math",Los Angeles Unified,Los Angeles,,47.5,87.3,134.8,5,2018
30736506108799,Westpark Elementary,Irvine Unified,Orange,,65.8,69.0,134.8,5,2018
43733876047682,Thomas Russell Middle,Milpitas Unified,Santa Clara,,67.8,67.0,134.8,5,2018
43104390113431,University Preparatory Academy Charter,Santa Clara County Office of Education,Santa Clara,Y,53.2,81.5,134.7,5,2018
57726785732201,Davis Senior High,Davis Joint Unified,Yolo,,53.1,81.6,134.7,5,2018
49707976051833,Liberty Elementary,Liberty Elementary,Sonoma,Y,68.4,66.2,134.6,5,2018
19753416022099,Jefferson Elementary,Redondo Beach Unified,Los Angeles,,55.8,78.7,134.5,5,2018
43696416048300,Greendell,Palo Alto Unified,Santa Clara,,79.1,55.4,134.5,5,2018
41690396044895,Foster City Elementary,San Mateo-Foster City,San Mateo,,68.4,66.0,134.4,5,2018
07618126005243,Walnut Heights Elementary,Walnut Creek Elementary,Contra Costa,,62.8,71.2,134.0,5,2018
30665976118236,Newport Coast Elementary,Newport-Mesa Unified,Orange,,57.9,76.1,134.0,5,2018
07618040119032,Creekside Elementary,San Ramon Valley Unified,Contra Costa,,61.1,72.8,133.9,5,2018
27659872730414,Carmel High,Carmel Unified,Monterey,,43.0,90.8,133.8,5,2018
19648320108027,Oak Hills Elementary,Newhall,Los Angeles,,60.1,73.6,133.7,5,2018
07617966004808,Kensington Elementary,West Contra Costa Unified,Contra Costa,,55.8,77.8,133.6,5,2018
19645351932763,El Segundo High,El Segundo Unified,Los Angeles,,45.5,88.1,133.6,5,2018
30665226028740,Sarah McGarvin Intermediate,Garden Grove Unified,Orange,,62.6,71.0,133.6,5,2018
19645506013585,Monterey Vista Elementary,Garvey Elementary,Los Angeles,,79.0,54.5,133.5,5,2018
37682960108332,Oak Valley Middle,Poway Unified,San Diego,,60.4,73.1,133.5,5,2018
21750026024731,Wade Thomas Elementary,Ross Valley Elementary,Marin,,61.3,72.1,133.4,5,2018
19648656021307,Cornerstone at Pedregal Elementary,Palos Verdes Peninsula Unified,Los Angeles,,51.2,82.1,133.3,5,2018
43696416048359,Palo Verde Elementary,Palo Alto Unified,Santa Clara,,76.1,56.9,133.0,5,2018
37682960102822,Stone Ranch Elementary,Poway Unified,San Diego,,62.6,70.2,132.8,5,2018
31668520120105,Creekside Charter,Newcastle Elementary,Placer,Y,63.8,68.3,132.1,5,2018
07616300730283,Acalanes High,Acalanes Union High,Contra Costa,,44.7,87.2,131.9,5,2018
19734606108344,South Pointe Middle,Walnut Valley Unified,Los Angeles,,70.4,61.5,131.9,5,2018
37735516118137,Aviara Oaks Middle,Carlsbad Unified,San Diego,,63.6,68.3,131.9,5,2018
30736503030285,Woodbridge High,Irvine Unified,Orange,,49.2,82.2,131.4,5,2018
37680806117709,El Camino Creek Elementary,Encinitas Union Elementary,San Diego,,61.4,70.0,131.4,5,2018
10621666103840,Edison Computech,Fresno Unified,Fresno,,56.7,74.6,131.3,5,2018
21654256024632,Del Mar Middle,Reed Union Elementary,Marin,,62.3,69.0,131.3,5,2018
41689656044135,Encinal Elementary,Menlo Park City Elementary,San Mateo,,63.8,67.5,131.3,5,2018
37683383730751,Mt. Everest Academy,San Diego Unified,San Diego,,66.9,64.3,131.2,5,2018
43696746048904,Laurelwood Elementary,Santa Clara Unified,Santa Clara,,61.9,69.3,131.2,5,2018
19753336020390,Meadows Avenue Elementary,Manhattan Beach Unified,Los Angeles,,55.6,75.5,131.1,5,2018
43696416048268,Fairmeadow Elementary,Palo Alto Unified,Santa Clara,,75.7,55.4,131.1,5,2018
30736500129296,Portola Springs Elementary,Irvine Unified,Orange,,59.3,71.6,130.9,5,2018
33670820120675,Western Center Academy,Hemet Unified,Riverside,Y,38.2,92.6,130.8,5,2018
34673303433216,Folsom High,Folsom-Cordova Unified,Sacramento,,38.1,92.7,130.8,5,2018
41688826043525,Burlingame Intermediate,Burlingame Elementary,San Mateo,,62.4,68.2,130.6,5,2018
19650606022982,Anza Elementary,Torrance Unified,Los Angeles,,62.2,68.3,130.5,5,2018
37681303732732,Helix High,Grossmont Union High,San Diego,Y,48.8,81.7,130.5,5,2018
43697086049449,Union Middle,Union Elementary,Santa Clara,,63.0,67.5,130.5,5,2018
19734456014278,Los Molinos Elementary,Hacienda la Puente Unified,Los Angeles,,54.3,76.1,130.4,5,2018
36677026112122,Terra Vista Elementary,Etiwanda Elementary,San Bernardino,,55.2,75.1,130.3,5,2018
19647330100677,High Tech LA,Los Angeles Unified,Los Angeles,Y,28.8,101.2,130.0,5,2018
19753416022149,Tulita Elementary,Redondo Beach Unified,Los Angeles,,58.9,71.0,129.9,5,2018
07618040109173,Quail Run Elementary,San Ramon Valley Unified,Contra Costa,,66.0,63.8,129.8,5,2018
19647336016562,Colfax Charter Elementary,Los Angeles Unified,Los Angeles,Y,58.9,70.8,129.7,5,2018
30665556028914,Thurston Middle,Laguna Beach Unified,Orange,,58.6,71.1,129.7,5,2018
01751016002356,Walnut Grove Elementary,Pleasanton Unified,Alameda,,62.9,66.6,129.5,5,2018
07618046005094,Green Valley Elementary,San Ramon Valley Unified,Contra Costa,,64.1,65.3,129.4,5,2018
19649806022610,Roosevelt Elementary,Santa Monica-Malibu Unified,Los Angeles,,50.8,78.3,129.1,5,2018
43695266047567,Raymond J. Fisher Middle,Los Gatos Union Elementary,Santa Clara,,66.2,62.7,128.9,5,2018
19651360102475,West Ranch High,William S. Hart Union High,Los Angeles,,27.1,101.6,128.7,5,2018
30665556028906,El Morro Elementary,Laguna Beach Unified,Orange,,48.8,79.9,128.7,5,2018
37682966097208,Rolling Hills Elementary,Poway Unified,San Diego,,53.0,75.7,128.7,5,2018
54105460119602,University Preparatory High,Tulare County Office of Education,Tulare,Y,35.8,92.9,128.7,5,2018
19647336016935,Encino Charter Elementary,Los Angeles Unified,Los Angeles,Y,55.5,73.1,128.6,5,2018
19753336020358,Grand View Elementary,Manhattan Beach Unified,Los Angeles,,54.9,73.6,128.5,5,2018
30665306094643,Ralph E. Hawes Elementary,Huntington Beach City Elementary,Orange,,59.5,69.0,128.5,5,2018
21653670129148,Cove,Larkspur-Corte Madera,Marin,,56.7,71.7,128.4,5,2018
37683380120410,iHigh Virtual Academy,San Diego Unified,San Diego,,34.5,93.8,128.3,5,2018
07618046005102,John Baldwin Elementary,San Ramon Valley Unified,Contra Costa,,60.1,68.1,128.2,5,2018
01751016108971,Pleasanton Middle,Pleasanton Unified,Alameda,,59.4,68.7,128.1,5,2018
37683386039440,Curie Elementary,San Diego Unified,San Diego,,59.8,68.3,128.1,5,2018
01611276090146,Cornell Elementary,Albany City Unified,Alameda,,53.1,74.6,127.7,5,2018
19648656021315,Point Vicente Elementary,Palos Verdes Peninsula Unified,Los Angeles,,52.5,75.2,127.7,5,2018
01612596001911,Hillcrest Elementary,Oakland Unified,Alameda,,55.0,72.6,127.6,5,2018
37680806106132,La Costa Heights Elementary,Encinitas Union Elementary,San Diego,,58.6,69.0,127.6,5,2018
21654336024673,Ross Elementary,Ross Elementary,Marin,,56.8,70.7,127.5,5,2018
37683386089015,Ericson Elementary,San Diego Unified,San Diego,,61.0,66.5,127.5,5,2018
38684786041685,Ulloa Elementary,San Francisco Unified,San Francisco,,69.4,58.1,127.5,5,2018
10621660121533,Morris E. Dailey Charter Elementary,Fresno Unified,Fresno,Y,48.2,79.2,127.4,5,2018
19643296011795,Arma J. Shull Elementary,Bonita Unified,Los Angeles,,53.3,74.0,127.3,5,2018
41690216112213,San Carlos Charter Learning Center,San Carlos Elementary,San Mateo,Y,45.8,81.5,127.3,5,2018
37683876040455,Skyline Elementary,Solana Beach Elementary,San Diego,,50.6,76.6,127.2,5,2018
07617136003792,Springhill Elementary,Lafayette Elementary,Contra Costa,,58.4,68.7,127.1,5,2018
27659876026033,Carmel Middle,Carmel Unified,Monterey,,41.9,85.2,127.1,5,2018
30665226028427,Patton Elementary,Garden Grove Unified,Orange,,55.6,71.4,127.0,5,2018
37682960129056,Design 39 Campus,Poway Unified,San Diego,,52.8,74.2,127.0,5,2018
37683386039739,Hearst Elementary,San Diego Unified,San Diego,,62.8,64.2,127.0,5,2018
37683386115331,Marshall Middle,San Diego Unified,San Diego,,56.9,69.9,126.8,5,2018
19644446012678,El Marino Elementary,Culver City Unified,Los Angeles,,63.7,63.0,126.7,5,2018
30664640100891,Vista del Mar Middle,Capistrano Unified,Orange,,57.4,69.3,126.7,5,2018
41690216044747,Central Middle,San Carlos Elementary,San Mateo,,62.3,64.4,126.7,5,2018
43695916047955,Benjamin Bubb Elementary,Mountain View Whisman,Santa Clara,,57.1,69.5,126.6,5,2018
19642616057467,First Avenue Middle,Arcadia Unified,Los Angeles,,60.4,65.8,126.2,5,2018
43696416048243,Ohlone Elementary,Palo Alto Unified,Santa Clara,,64.6,61.6,126.2,5,2018
19647336020044,Woodland Hills Elementary Charter For Enriched Studies,Los Angeles Unified,Los Angeles,Y,51.0,75.1,126.1,5,2018
30736506115455,Canyon View Elementary,Irvine Unified,Orange,,60.5,65.6,126.1,5,2018
37680566115620,Ashley Falls Elementary,Del Mar Union Elementary,San Diego,,63.7,62.3,126.0,5,2018
30739246058853,Oak Middle,Los Alamitos Unified,Orange,,45.1,80.3,125.4,5,2018
43697086049290,Alta Vista Elementary,Union Elementary,Santa Clara,,58.2,67.2,125.4,5,2018
57726786056279,Pioneer Elementary,Davis Joint Unified,Yolo,,57.8,67.6,125.4,5,2018
30736430102871,Arnold O. Beckman High,Tustin Unified,Orange,,37.9,87.4,125.3,5,2018
19647336019871,West Hollywood Elementary,Los Angeles Unified,Los Angeles,,46.6,78.6,125.2,5,2018
37680236116859,Arroyo Vista Charter,Chula Vista Elementary,San Diego,Y,46.8,78.3,125.1,5,2018
21653916024475,Tamalpais Valley Elementary,Mill Valley Elementary,Marin,,54.8,70.2,125.0,5,2018
19642126093447,Wittmann (Helen) Elementary,ABC Unified,Los Angeles,,43.0,81.9,124.9,5,2018
10621176005854,Dry Creek Elementary,Clovis Unified,Fresno,,55.9,68.9,124.8,5,2018
43693850133439,Steindorf STEAM K-8 Magnet,Cambrian,Santa Clara,,57.9,66.9,124.8,5,2018
19647336016125,Broadway Elementary,Los Angeles Unified,Los Angeles,,62.1,62.6,124.7,5,2018
19648656021356,Soleado Elementary,Palos Verdes Peninsula Unified,Los Angeles,,51.7,73.0,124.7,5,2018
37683386039960,Marvin Elementary,San Diego Unified,San Diego,,54.9,69.8,124.7,5,2018
01611766000681,Joseph Azevada Elementary,Fremont Unified,Alameda,,55.6,68.7,124.3,5,2018
21653916024467,Strawberry Point Elementary,Mill Valley Elementary,Marin,,53.8,70.4,124.2,5,2018
34673300113571,Vista del Lago High,Folsom-Cordova Unified,Sacramento,,34.4,89.8,124.2,5,2018
30664986027916,Fulton (Harry C.) Middle,Fountain Valley Elementary,Orange,,53.6,70.5,124.1,5,2018
19648656021372,Vista Grande Elementary,Palos Verdes Peninsula Unified,Los Angeles,,54.1,69.9,124.0,5,2018
19734456066757,Wedgeworth Elementary,Hacienda la Puente Unified,Los Angeles,,56.2,67.8,124.0,5,2018
37683876111181,Solana Santa Fe Elementary,Solana Beach Elementary,San Diego,,51.3,72.7,124.0,5,2018
01751016001366,Donlon Elementary,Pleasanton Unified,Alameda,,56.8,67.1,123.9,5,2018
56738746107528,Oak Hills Elementary,Oak Park Unified,Ventura,,52.7,71.0,123.7,5,2018
56725460131698,Rancho Campana High,Oxnard Union High,Ventura,,36.7,86.8,123.5,5,2018
43696666048706,Simonds Elementary,San Jose Unified,Santa Clara,,51.1,72.3,123.4,5,2018
37683380132316,Jonas Salk Elementary,San Diego Unified,San Diego,,60.2,63.0,123.2,5,2018
01611766000764,O. N. Hirsch Elementary,Fremont Unified,Alameda,,63.5,59.4,122.9,5,2018
41688826043608,Washington Elementary,Burlingame Elementary,San Mateo,,60.0,62.9,122.9,5,2018
43696746049035,Washington Open Elementary,Santa Clara Unified,Santa Clara,,52.7,70.1,122.8,5,2018
56725460115105,Camarillo Academy of Progressive Education,Oxnard Union High,Ventura,Y,57.1,65.7,122.8,5,2018
19649806022560,Grant Elementary,Santa Monica-Malibu Unified,Los Angeles,,52.5,70.2,122.7,5,2018
19647336017701,Kenter Canyon Elementary Charter,Los Angeles Unified,Los Angeles,Y,52.8,69.7,122.5,5,2018
37682966070841,Los Penasquitos Elementary,Poway Unified,San Diego,,46.5,75.4,121.9,5,2018
19642616011167,Highland Oaks Elementary,Arcadia Unified,Los Angeles,,51.5,70.3,121.8,5,2018
21653916085187,Mill Valley Middle,Mill Valley Elementary,Marin,,52.4,69.2,121.6,5,2018
41690216044770,Tierra Linda Middle,San Carlos Elementary,San Mateo,Y,57.0,64.6,121.6,5,2018
19753416022024,Beryl Heights Elementary,Redondo Beach Unified,Los Angeles,,53.3,68.2,121.5,5,2018
41688666043459,Fox Elementary,Belmont-Redwood Shores Elementary,San Mateo,,62.7,58.8,121.5,5,2018
41690216044754,Heather Elementary,San Carlos Elementary,San Mateo,Y,55.3,66.2,121.5,5,2018
21653916024418,Edna Maguire Elementary,Mill Valley Elementary,Marin,,53.2,68.2,121.4,5,2018
19643111930981,Beverly Hills High,Beverly Hills Unified,Los Angeles,,28.8,92.4,121.2,5,2018
30739246058879,Sharon Christa McAuliffe Middle,Los Alamitos Unified,Orange,,49.6,71.6,121.2,5,2018
19642616011175,Holly Avenue Elementary,Arcadia Unified,Los Angeles,,55.7,65.4,121.1,5,2018
30664986094635,Courreges (Roch) Elementary,Fountain Valley Elementary,Orange,,62.0,59.1,121.1,5,2018
37683386089049,Sandburg Elementary,San Diego Unified,San Diego,,60.8,60.3,121.1,5,2018
10621176113583,Copper Hills Elementary,Clovis Unified,Fresno,,51.6,69.4,121.0,5,2018
30736506100317,Eastshore Elementary,Irvine Unified,Orange,,53.7,67.3,121.0,5,2018
30664640111914,Arroyo Vista Middle,Capistrano Unified,Orange,,49.5,71.3,120.8,5,2018
43695344334371,Los Gatos High,Los Gatos-Saratoga Joint Union High,Santa Clara,,44.9,75.9,120.8,5,2018
07618046005128,Montair Elementary,San Ramon Valley Unified,Contra Costa,,52.7,68.0,120.7,5,2018
19753416022032,Birney Elementary,Redondo Beach Unified,Los Angeles,,58.6,62.0,120.6,5,2018
21653916024459,Park Elementary,Mill Valley Elementary,Marin,,49.4,71.2,120.6,5,2018
19734601932862,Diamond Bar High,Walnut Valley Unified,Los Angeles,,53.3,67.1,120.4,5,2018
27659876026041,Carmel River Elementary,Carmel Unified,Monterey,,54.9,65.4,120.3,5,2018
27661346026496,Robert Down Elementary,Pacific Grove Unified,Monterey,,50.0,70.3,120.3,5,2018
07618046096036,Greenbrook Elementary,San Ramon Valley Unified,Contra Costa,,51.6,68.6,120.2,5,2018
07618046005060,Alamo Elementary,San Ramon Valley Unified,Contra Costa,,55.5,64.6,120.1,5,2018
37683383733508,La Jolla High,San Diego Unified,San Diego,,41.4,78.6,120.0,5,2018
37683466061998,Earl Warren Middle,San Dieguito Union High,San Diego,,57.3,62.7,120.0,5,2018
43694840123760,Gilroy Prep (a Navigator School),Gilroy Unified,Santa Clara,Y,41.7,78.1,119.8,5,2018
37683386039184,Barnard Elementary,San Diego Unified,San Diego,,55.0,64.5,119.5,5,2018
38684780123505,Mission Preparatory,San Francisco Unified,San Francisco,Y,59.3,60.2,119.5,5,2018
41688660121111,Redwood Shores Elementary,Belmont-Redwood Shores Elementary,San Mateo,,61.0,58.4,119.4,5,2018
31668296101778,Willma Cavitt Junior High,Eureka Union,Placer,,47.8,71.2,119.0,5,2018
43733876047641,Marshall Pomeroy Elementary,Milpitas Unified,Santa Clara,,55.0,63.7,118.7,5,2018
56105616055974,Meadows Arts and Technology Elementary,Ventura County Office of Education,Ventura,Y,52.7,66.0,118.7,5,2018
56725536055990,Santa Rosa Technology Magnet,Pleasant Valley,Ventura,,48.1,70.5,118.6,5,2018
01612590129635,Downtown Charter Academy,Oakland Unified,Alameda,Y,70.0,48.5,118.5,5,2018
19647336017685,Ivanhoe Elementary,Los Angeles Unified,Los Angeles,,40.7,77.8,118.5,5,2018
49708966117907,Austin Creek Elementary,Rincon Valley Union Elementary,Sonoma,,55.5,63.0,118.5,5,2018
30665306095111,S. A. Moffett Elementary,Huntington Beach City Elementary,Orange,,55.3,63.0,118.3,5,2018
30665483032158,Fountain Valley High,Huntington Beach Union High,Orange,,35.4,82.8,118.2,5,2018
19643296110035,Oak Mesa Elementary,Bonita Unified,Los Angeles,,45.4,72.6,118.0,5,2018
37735516037790,Magnolia Elementary,Carlsbad Unified,San Diego,,52.9,65.1,118.0,5,2018
19645686013825,Valley View Elementary,Glendale Unified,Los Angeles,,50.8,67.1,117.9,5,2018
30665976029409,Maude B. Davis Elementary,Newport-Mesa Unified,Orange,,53.9,64.0,117.9,5,2018
01612596002109,Peralta Elementary,Oakland Unified,Alameda,,51.6,66.2,117.8,5,2018
19651360102467,Rancho Pico Junior High,William S. Hart Union High,Los Angeles,,47.7,70.1,117.8,5,2018
37683386040166,Silver Gate Elementary,San Diego Unified,San Diego,,58.0,59.5,117.5,5,2018
30666216071120,Nohl Canyon Elementary,Orange Unified,Orange,,53.2,64.2,117.4,5,2018
30664640100909,Ladera Ranch Elementary,Capistrano Unified,Orange,,50.3,66.8,117.1,5,2018
42691956045447,Foothill Elementary,Goleta Union Elementary,Santa Barbara,,54.0,63.0,117.0,5,2018
19642616011159,Camino Grove Elementary,Arcadia Unified,Los Angeles,,54.0,62.9,116.9,5,2018
30665223033578,La Quinta High,Garden Grove Unified,Orange,,39.8,77.1,116.9,5,2018
35674700127688,Hollister Prep,Hollister,San Benito,Y,41.1,75.7,116.8,5,2018
37682966070858,Westwood Elementary,Poway Unified,San Diego,,51.7,65.0,116.7,5,2018
30736430102889,Hicks Canyon Elementary,Tustin Unified,Orange,,60.4,56.1,116.5,5,2018
37680806108534,Mission Estancia Elementary,Encinitas Union Elementary,San Diego,,51.5,64.9,116.4,5,2018
43733876047609,Curtner Elementary,Milpitas Unified,Santa Clara,,53.9,62.5,116.4,5,2018
19647256015473,Lowell Elementary,Long Beach Unified,Los Angeles,,42.6,73.7,116.3,5,2018
36677026118467,John L. Golden Elementary,Etiwanda Elementary,San Bernardino,,49.1,67.2,116.3,5,2018
43695006093058,C. T. English Middle,Loma Prieta Joint Union Elementary,Santa Clara,,52.1,64.2,116.3,5,2018
37680076037766,Cardiff Elementary,Cardiff Elementary,San Diego,,63.4,52.8,116.2,5,2018
10621176120083,Riverview Elementary,Clovis Unified,Fresno,,45.0,70.9,115.9,5,2018
33670586109045,James Monroe Elementary,Desert Sands Unified,Riverside,,58.2,57.7,115.9,5,2018
37735510127423,Sage Creek High,Carlsbad Unified,San Diego,,29.7,86.1,115.8,5,2018
01612590114868,Oakland Charter High,Oakland Unified,Alameda,Y,26.9,88.8,115.7,5,2018
19647256015317,Gant Elementary,Long Beach Unified,Los Angeles,,53.3,62.3,115.6,5,2018
41690474130472,Burlingame High,San Mateo Union High,San Mateo,,28.6,86.9,115.5,5,2018
30664643030574,Aliso Niguel High,Capistrano Unified,Orange,,30.3,85.1,115.4,5,2018
30665306028864,John H. Eader Elementary,Huntington Beach City Elementary,Orange,,55.0,60.4,115.4,5,2018
43695266047518,Blossom Hill Elementary,Los Gatos Union Elementary,Santa Clara,,53.4,61.9,115.3,5,2018
01611196110779,Bay Farm,Alameda Unified,Alameda,,51.3,63.7,115.0,5,2018
07617136003727,Burton Valley Elementary,Lafayette Elementary,Contra Costa,,55.1,59.8,114.9,5,2018
30736506106850,Meadow Park Elementary,Irvine Unified,Orange,,46.0,68.9,114.9,5,2018
43696416048193,Addison Elementary,Palo Alto Unified,Santa Clara,,55.1,59.8,114.9,5,2018
30664986027924,Tamura (Hisamatsu) Elementary,Fountain Valley Elementary,Orange,,60.6,54.0,114.6,5,2018
37681146038301,Mary Fay Pendleton Elementary,Fallbrook Union Elementary,San Diego,,47.2,67.3,114.5,5,2018
09618380100024,Oak Meadow Elementary,Buckeye Union Elementary,El Dorado,,47.6,66.8,114.4,5,2018
37683386040141,Sessions Elementary,San Diego Unified,San Diego,,53.4,61.0,114.4,5,2018
19650606023238,Seaside Elementary,Torrance Unified,Los Angeles,,59.3,55.0,114.3,5,2018
01611276095376,Marin Elementary,Albany City Unified,Alameda,,49.5,64.7,114.2,5,2018
30666476095160,Linda Vista Elementary,Placentia-Yorba Linda Unified,Orange,,51.7,62.4,114.1,5,2018
36678766059513,Richardson Prep Hi,San Bernardino City Unified,San Bernardino,,46.3,67.8,114.1,5,2018
19648656021257,Palos Verdes Intermediate,Palos Verdes Peninsula Unified,Los Angeles,,60.1,53.7,113.8,5,2018
30666136066849,Mesa View Middle,Ocean View,Orange,,51.3,62.5,113.8,5,2018
